dataset_id,dataset_label,dataset_name,fault_code,source_file,channel_idx,dominant_freq_hz,fft_period_samples,autocorr_period_samples,autocorr_period_ms,chosen_period_samples,chosen_period_ms,linear_trend_slope,rolling_rms_slope,n_samples_analyzed
5,D5,D5_MixedBG,MIX_II,data/raw/dataset_5/Mixed Fault Dataset/IF+eccentric gear_1200.csv,2,383.30078125,26.089171974522294,26.0,2.6,26.0,2.6,-1.8148033003677657e-06,-0.00029281415705280085,50000
5,D5,D5_MixedBG,MIX_IS,data/raw/dataset_5/Mixed Fault Dataset/IF+gear surface wear_1200.csv,0,666.50390625,15.003663003663004,285.0,28.5,285.0,28.5,-2.5375872348149415e-06,-0.0011141470156042406,50000
5,D5,D5_MixedBG,MIX_IS,data/raw/dataset_5/Mixed Fault Dataset/IF+gear surface wear_1200.csv,1,666.50390625,15.003663003663004,15.0,1.5,15.0,1.5,-1.1544770407655033e-06,-0.0005880256359155569,50000
5,D5,D5_MixedBG,MIX_IS,data/raw/dataset_5/Mixed Fault Dataset/IF+gear surface wear_1200.csv,2,383.30078125,26.089171974522294,26.0,2.6,26.0,2.6,-1.0005267644253754e-06,0.0008325503623398136,50000
5,D5,D5_MixedBG,MIX_OB,data/raw/dataset_5/Mixed Fault Dataset/OF+gear tooth break_1200.csv,0,754.39453125,13.255663430420713,80.0,8.0,80.0,8.0,-1.0447070331103624e-06,-0.004457540357711468,50000
5,D5,D5_MixedBG,MIX_OB,data/raw/dataset_5/Mixed Fault Dataset/OF+gear tooth break_1200.csv,1,649.4140625,15.398496240601503,17.0,1.7,17.0,1.7,-1.3867228518926738e-06,-0.004348343768368592,50000
5,D5,D5_MixedBG,MIX_OB,data/raw/dataset_5/Mixed Fault Dataset/OF+gear tooth break_1200.csv,2,373.53515625,26.77124183006536,26.0,2.6,26.0,2.6,-3.3005900521468803e-06,-0.0010128689865007343,50000
5,D5,D5_MixedBG,MIX_OI,data/raw/dataset_5/Mixed Fault Dataset/OF+eccentric gear_1200.csv,0,454.1015625,22.021505376344088,21.0,2.1,21.0,2.1,-3.48375693659615e-06,-0.0007417575491501927,50000
5,D5,D5_MixedBG,MIX_OI,data/raw/dataset_5/Mixed Fault Dataset/OF+eccentric gear_1200.csv,1,3015.13671875,3.3165991902834007,16.0,1.6,16.0,1.6,-5.305319644137523e-07,0.00025547200374991506,50000
5,D5,D5_MixedBG,MIX_OI,data/raw/dataset_5/Mixed Fault Dataset/OF+eccentric gear_1200.csv,2,380.859375,26.256410256410255,26.0,2.6,26.0,2.6,-3.398841697592385e-06,0.00044440277187295264,50000
5,D5,D5_MixedBG,MIX_OS,data/raw/dataset_5/Mixed Fault Dataset/OF+gear surface wear_1200.csv,0,664.0625,15.058823529411764,45.0,4.5,45.0,4.5,-1.8450120813401644e-06,4.209939746141414e-05,50000
5,D5,D5_MixedBG,MIX_OS,data/raw/dataset_5/Mixed Fault Dataset/OF+gear surface wear_1200.csv,1,664.0625,15.058823529411764,18.0,1.8,18.0,1.8,-2.0257612526691304e-06,3.55388405699823e-05,50000
5,D5,D5_MixedBG,MIX_OS,data/raw/dataset_5/Mixed Fault Dataset/OF+gear surface wear_1200.csv,2,383.30078125,26.089171974522294,26.0,2.6,26.0,2.6,-4.2938049029207313e-07,0.0005584057386943178,50000
5,D5,D5_MixedBG,NOR,data/raw/dataset_5/Bearing Dataset/Normal_1200.csv,0,380.859375,26.256410256410255,14.0,1.4,14.0,1.4,3.117787237611417e-08,0.0005143218700755589,50000
5,D5,D5_MixedBG,NOR,data/raw/dataset_5/Bearing Dataset/Normal_1200.csv,1,959.47265625,10.422391857506362,9.0,0.9,9.0,0.9,-5.644384439159634e-07,0.0004070879969305209,50000
5,D5,D5_MixedBG,NOR,data/raw/dataset_5/Bearing Dataset/Normal_1200.csv,2,2089.84375,4.785046728971962,5.0,0.5,5.0,0.5,-4.2472123974172514e-08,-0.00047147538855846997,50000
8,D8,D8_HUSTGearbox,GBX_BT,data/raw/dataset_8/B_20_0.txt,0,18.75,1365.3333333333333,1301.0,50.8203125,1301.0,50.8203125,-3.317330688949163e-07,0.0010541318630465965,50000
8,D8,D8_HUSTGearbox,GBX_BT,data/raw/dataset_8/B_20_0.txt,1,2125.0,12.047058823529412,3902.0,152.421875,3902.0,152.421875,1.7457921162325772e-08,-0.00033870244444795546,50000
8,D8,D8_HUSTGearbox,GBX_BT,data/raw/dataset_8/B_20_0.txt,2,1418.75,18.044052863436125,3902.0,152.421875,3902.0,152.421875,2.925200698298819e-08,0.00010556781277697145,50000
8,D8,D8_HUSTGearbox,GBX_BT,data/raw/dataset_8/B_20_0.txt,3,2856.25,8.962800875273523,3902.0,152.421875,3902.0,152.421875,-2.8095386913064535e-07,0.00037365706221442806,50000
8,D8,D8_HUSTGearbox,GBX_MT,data/raw/dataset_8/M_20_0.txt,0,18.75,1365.3333333333333,1302.0,50.859375,1302.0,50.859375,-9.645395982363123e-09,-1.7775946796750506e-05,50000
8,D8,D8_HUSTGearbox,GBX_MT,data/raw/dataset_8/M_20_0.txt,1,2831.25,9.041942604856512,10.0,0.390625,10.0,0.390625,-2.7649943851526908e-08,0.0015409263367537982,50000
8,D8,D8_HUSTGearbox,GBX_MT,data/raw/dataset_8/M_20_0.txt,2,2818.75,9.082039911308204,9.0,0.3515625,9.0,0.3515625,4.603163923394521e-10,0.00244071556210202,50000
8,D8,D8_HUSTGearbox,GBX_MT,data/raw/dataset_8/M_20_0.txt,3,2900.0,8.827586206896552,9.0,0.3515625,9.0,0.3515625,5.634991088396625e-08,0.0014290405416601685,50000
8,D8,D8_HUSTGearbox,NOR,data/raw/dataset_8/H_20_0.txt,0,18.75,1365.3333333333333,1309.0,51.1328125,1309.0,51.1328125,-8.597934056144782e-07,0.000266153339415019,50000
8,D8,D8_HUSTGearbox,NOR,data/raw/dataset_8/H_20_0.txt,1,1406.25,18.204444444444444,3927.0,153.3984375,3927.0,153.3984375,-2.474339435016154e-07,8.235257398310287e-05,50000
8,D8,D8_HUSTGearbox,NOR,data/raw/dataset_8/H_20_0.txt,2,2462.5,10.395939086294415,3927.0,153.3984375,3927.0,153.3984375,-1.0983448224688779e-08,0.0002768760265103431,50000
8,D8,D8_HUSTGearbox,NOR,data/raw/dataset_8/H_20_0.txt,3,2856.25,8.962800875273523,3927.0,153.3984375,3927.0,153.3984375,-3.384203453162916e-08,0.0005220228591091747,50000
