dataset_id,dataset_name,sub_dataset,file_path,raw_filename,std_name,raw_label,fault_code,coarse_fault_code,fault_label,component,split,test_eligible,is_variable_speed,n_channels,fs_raw,fs_target,speed_rpm,load_nm,severity_code,condition_str,condition_desc,rep,file_format
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/2/M2_50.MAT,M2_50.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,3000.0,,NA,sensor2_spd50hz,"Sensor 2, 50 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/missing_tooth/2/M2_55.MAT,M2_55.MAT,,missing_tooth,GBX_MT,GBX_TOOTH_DAMAGE,Gear_Missing_Tooth,gearbox,,,False,4,48000,10000,3300.0,,NA,sensor2_spd55hz,"Sensor 2, 55 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/1/R1_20.MAT,R1_20.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,1200.0,,NA,sensor1_spd20hz,"Sensor 1, 20 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/1/R1_25.MAT,R1_25.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,1500.0,,NA,sensor1_spd25hz,"Sensor 1, 25 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/1/R1_30.MAT,R1_30.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,1800.0,,NA,sensor1_spd30hz,"Sensor 1, 30 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/1/R1_35.MAT,R1_35.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,2100.0,,NA,sensor1_spd35hz,"Sensor 1, 35 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/1/R1_40.MAT,R1_40.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,2400.0,,NA,sensor1_spd40hz,"Sensor 1, 40 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/1/R1_45.MAT,R1_45.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,2700.0,,NA,sensor1_spd45hz,"Sensor 1, 45 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/1/R1_50.MAT,R1_50.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,3000.0,,NA,sensor1_spd50hz,"Sensor 1, 50 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/1/R1_55.MAT,R1_55.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,3300.0,,NA,sensor1_spd55hz,"Sensor 1, 55 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/2/R2_20.MAT,R2_20.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,1200.0,,NA,sensor2_spd20hz,"Sensor 2, 20 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/2/R2_25.MAT,R2_25.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,1500.0,,NA,sensor2_spd25hz,"Sensor 2, 25 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/2/R2_30.MAT,R2_30.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,1800.0,,NA,sensor2_spd30hz,"Sensor 2, 30 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/2/R2_35.MAT,R2_35.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,2100.0,,NA,sensor2_spd35hz,"Sensor 2, 35 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/2/R2_40.MAT,R2_40.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,2400.0,,NA,sensor2_spd40hz,"Sensor 2, 40 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/2/R2_45.MAT,R2_45.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,2700.0,,NA,sensor2_spd45hz,"Sensor 2, 45 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/2/R2_50.MAT,R2_50.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,3000.0,,NA,sensor2_spd50hz,"Sensor 2, 50 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/root_crack/2/R2_55.MAT,R2_55.MAT,,root_crack,GBX_RC,GBX_CRACK,Gear_Root_Crack,gearbox,,,False,4,48000,10000,3300.0,,NA,sensor2_spd55hz,"Sensor 2, 55 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/1/W1_20.MAT,W1_20.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,1200.0,,NA,sensor1_spd20hz,"Sensor 1, 20 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/1/W1_25.MAT,W1_25.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,1500.0,,NA,sensor1_spd25hz,"Sensor 1, 25 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/1/W1_30.MAT,W1_30.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,1800.0,,NA,sensor1_spd30hz,"Sensor 1, 30 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/1/W1_35.MAT,W1_35.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,2100.0,,NA,sensor1_spd35hz,"Sensor 1, 35 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/1/W1_40.MAT,W1_40.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,2400.0,,NA,sensor1_spd40hz,"Sensor 1, 40 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/1/W1_45.MAT,W1_45.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,2700.0,,NA,sensor1_spd45hz,"Sensor 1, 45 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/1/W1_50.MAT,W1_50.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,3000.0,,NA,sensor1_spd50hz,"Sensor 1, 50 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/1/W1_55.MAT,W1_55.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,3300.0,,NA,sensor1_spd55hz,"Sensor 1, 55 Hz shaft speed",1,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/2/W2_20.MAT,W2_20.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,1200.0,,NA,sensor2_spd20hz,"Sensor 2, 20 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/2/W2_25.MAT,W2_25.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,1500.0,,NA,sensor2_spd25hz,"Sensor 2, 25 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/2/W2_30.MAT,W2_30.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,1800.0,,NA,sensor2_spd30hz,"Sensor 2, 30 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/2/W2_35.MAT,W2_35.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,2100.0,,NA,sensor2_spd35hz,"Sensor 2, 35 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/2/W2_40.MAT,W2_40.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,2400.0,,NA,sensor2_spd40hz,"Sensor 2, 40 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/2/W2_45.MAT,W2_45.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,2700.0,,NA,sensor2_spd45hz,"Sensor 2, 45 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/2/W2_50.MAT,W2_50.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,3000.0,,NA,sensor2_spd50hz,"Sensor 2, 50 Hz shaft speed",2,mat
2,D2_PlanetaryGB,gearbox,data/raw/dataset_2/wear/2/W2_55.MAT,W2_55.MAT,,wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,4,48000,10000,3300.0,,NA,sensor2_spd55hz,"Sensor 2, 55 Hz shaft speed",2,mat
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_speed_circulation_10Nm-1000rpm.csv,gear_pitting_H_speed_circulation_10Nm-1000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,10.0,High,modespeed_load10Nm_1000rpm,"speed mode, 10Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_speed_circulation_10Nm-2000rpm.csv,gear_pitting_H_speed_circulation_10Nm-2000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,10.0,High,modespeed_load10Nm_2000rpm,"speed mode, 10Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_speed_circulation_10Nm-3000rpm.csv,gear_pitting_H_speed_circulation_10Nm-3000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,10.0,High,modespeed_load10Nm_3000rpm,"speed mode, 10Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_speed_circulation_20Nm-1000rpm.csv,gear_pitting_H_speed_circulation_20Nm-1000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,20.0,High,modespeed_load20Nm_1000rpm,"speed mode, 20Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_speed_circulation_20Nm-2000rpm.csv,gear_pitting_H_speed_circulation_20Nm-2000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,20.0,High,modespeed_load20Nm_2000rpm,"speed mode, 20Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_speed_circulation_20Nm-3000rpm.csv,gear_pitting_H_speed_circulation_20Nm-3000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,20.0,High,modespeed_load20Nm_3000rpm,"speed mode, 20Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_torque_circulation_1000rpm_10Nm.csv,gear_pitting_H_torque_circulation_1000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,10.0,High,modetorque_load10Nm_1000rpm,"torque mode, 10Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_torque_circulation_1000rpm_20Nm.csv,gear_pitting_H_torque_circulation_1000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,20.0,High,modetorque_load20Nm_1000rpm,"torque mode, 20Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_torque_circulation_2000rpm_10Nm.csv,gear_pitting_H_torque_circulation_2000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,10.0,High,modetorque_load10Nm_2000rpm,"torque mode, 10Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_torque_circulation_2000rpm_20Nm.csv,gear_pitting_H_torque_circulation_2000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,20.0,High,modetorque_load20Nm_2000rpm,"torque mode, 20Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_torque_circulation_3000rpm_10Nm.csv,gear_pitting_H_torque_circulation_3000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,10.0,High,modetorque_load10Nm_3000rpm,"torque mode, 10Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_H_torque_circulation_3000rpm_20Nm.csv,gear_pitting_H_torque_circulation_3000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,20.0,High,modetorque_load20Nm_3000rpm,"torque mode, 20Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_speed_circulation_10Nm-1000rpm.csv,gear_pitting_L_speed_circulation_10Nm-1000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,10.0,Low,modespeed_load10Nm_1000rpm,"speed mode, 10Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_speed_circulation_10Nm-2000rpm.csv,gear_pitting_L_speed_circulation_10Nm-2000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,10.0,Low,modespeed_load10Nm_2000rpm,"speed mode, 10Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_speed_circulation_10Nm-3000rpm.csv,gear_pitting_L_speed_circulation_10Nm-3000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,10.0,Low,modespeed_load10Nm_3000rpm,"speed mode, 10Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_speed_circulation_20Nm-1000rpm.csv,gear_pitting_L_speed_circulation_20Nm-1000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,20.0,Low,modespeed_load20Nm_1000rpm,"speed mode, 20Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_speed_circulation_20Nm-2000rpm.csv,gear_pitting_L_speed_circulation_20Nm-2000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,20.0,Low,modespeed_load20Nm_2000rpm,"speed mode, 20Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_speed_circulation_20Nm-3000rpm.csv,gear_pitting_L_speed_circulation_20Nm-3000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,20.0,Low,modespeed_load20Nm_3000rpm,"speed mode, 20Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_torque_circulation_1000rpm_10Nm.csv,gear_pitting_L_torque_circulation_1000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,10.0,Low,modetorque_load10Nm_1000rpm,"torque mode, 10Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_torque_circulation_1000rpm_20Nm.csv,gear_pitting_L_torque_circulation_1000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,20.0,Low,modetorque_load20Nm_1000rpm,"torque mode, 20Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_torque_circulation_2000rpm_10Nm.csv,gear_pitting_L_torque_circulation_2000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,10.0,Low,modetorque_load10Nm_2000rpm,"torque mode, 10Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_torque_circulation_2000rpm_20Nm.csv,gear_pitting_L_torque_circulation_2000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,20.0,Low,modetorque_load20Nm_2000rpm,"torque mode, 20Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_torque_circulation_3000rpm_10Nm.csv,gear_pitting_L_torque_circulation_3000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,10.0,Low,modetorque_load10Nm_3000rpm,"torque mode, 10Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_L_torque_circulation_3000rpm_20Nm.csv,gear_pitting_L_torque_circulation_3000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,20.0,Low,modetorque_load20Nm_3000rpm,"torque mode, 20Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_speed_circulation_10Nm-1000rpm.csv,gear_pitting_M_speed_circulation_10Nm-1000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,10.0,Medium,modespeed_load10Nm_1000rpm,"speed mode, 10Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_speed_circulation_10Nm-2000rpm.csv,gear_pitting_M_speed_circulation_10Nm-2000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,10.0,Medium,modespeed_load10Nm_2000rpm,"speed mode, 10Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_speed_circulation_10Nm-3000rpm.csv,gear_pitting_M_speed_circulation_10Nm-3000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,10.0,Medium,modespeed_load10Nm_3000rpm,"speed mode, 10Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_speed_circulation_20Nm-1000rpm.csv,gear_pitting_M_speed_circulation_20Nm-1000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,20.0,Medium,modespeed_load20Nm_1000rpm,"speed mode, 20Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_speed_circulation_20Nm-2000rpm.csv,gear_pitting_M_speed_circulation_20Nm-2000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,20.0,Medium,modespeed_load20Nm_2000rpm,"speed mode, 20Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_speed_circulation_20Nm-3000rpm.csv,gear_pitting_M_speed_circulation_20Nm-3000rpm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,20.0,Medium,modespeed_load20Nm_3000rpm,"speed mode, 20Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_torque_circulation_1000rpm_10Nm.csv,gear_pitting_M_torque_circulation_1000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,10.0,Medium,modetorque_load10Nm_1000rpm,"torque mode, 10Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_torque_circulation_1000rpm_20Nm.csv,gear_pitting_M_torque_circulation_1000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,1000.0,20.0,Medium,modetorque_load20Nm_1000rpm,"torque mode, 20Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_torque_circulation_2000rpm_10Nm.csv,gear_pitting_M_torque_circulation_2000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,10.0,Medium,modetorque_load10Nm_2000rpm,"torque mode, 10Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_torque_circulation_2000rpm_20Nm.csv,gear_pitting_M_torque_circulation_2000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,2000.0,20.0,Medium,modetorque_load20Nm_2000rpm,"torque mode, 20Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_torque_circulation_3000rpm_10Nm.csv,gear_pitting_M_torque_circulation_3000rpm_10Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,10.0,Medium,modetorque_load10Nm_3000rpm,"torque mode, 10Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_pitting_M_torque_circulation_3000rpm_20Nm.csv,gear_pitting_M_torque_circulation_3000rpm_20Nm.csv,,gear_pitting,GBX_PT,GBX_WEAR,Gear_Pitting,gearbox,,,False,1,10000,10000,3000.0,20.0,Medium,modetorque_load20Nm_3000rpm,"torque mode, 20Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_speed_circulation_10Nm-1000rpm.csv,gear_wear_H_speed_circulation_10Nm-1000rpm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,1000.0,10.0,High,modespeed_load10Nm_1000rpm,"speed mode, 10Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_speed_circulation_10Nm-2000rpm.csv,gear_wear_H_speed_circulation_10Nm-2000rpm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,2000.0,10.0,High,modespeed_load10Nm_2000rpm,"speed mode, 10Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_speed_circulation_10Nm-3000rpm.csv,gear_wear_H_speed_circulation_10Nm-3000rpm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,3000.0,10.0,High,modespeed_load10Nm_3000rpm,"speed mode, 10Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_speed_circulation_20Nm-1000rpm.csv,gear_wear_H_speed_circulation_20Nm-1000rpm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,1000.0,20.0,High,modespeed_load20Nm_1000rpm,"speed mode, 20Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_speed_circulation_20Nm-2000rpm.csv,gear_wear_H_speed_circulation_20Nm-2000rpm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,2000.0,20.0,High,modespeed_load20Nm_2000rpm,"speed mode, 20Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_speed_circulation_20Nm-3000rpm.csv,gear_wear_H_speed_circulation_20Nm-3000rpm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,3000.0,20.0,High,modespeed_load20Nm_3000rpm,"speed mode, 20Nm, 3000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_torque_circulation_1000rpm_10Nm.csv,gear_wear_H_torque_circulation_1000rpm_10Nm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,1000.0,10.0,High,modetorque_load10Nm_1000rpm,"torque mode, 10Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_torque_circulation_1000rpm_20Nm.csv,gear_wear_H_torque_circulation_1000rpm_20Nm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,1000.0,20.0,High,modetorque_load20Nm_1000rpm,"torque mode, 20Nm, 1000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_torque_circulation_2000rpm_10Nm.csv,gear_wear_H_torque_circulation_2000rpm_10Nm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,2000.0,10.0,High,modetorque_load10Nm_2000rpm,"torque mode, 10Nm, 2000rpm",0,csv
4,D4_MultiModeGB,gearbox,data/raw/dataset_4/gear_wear_H_torque_circulation_2000rpm_20Nm.csv,gear_wear_H_torque_circulation_2000rpm_20Nm.csv,,gear_wear,GBX_WR,GBX_WEAR,Gear_Wear,gearbox,,,False,1,10000,10000,2000.0,20.0,High,modetorque_load20Nm_2000rpm,"torque mode, 20Nm, 2000rpm",0,csv
